version: 4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,2,"已知`f ( x ) = { {:[1 + x , quad x lt 0], [1 , quad x ge 0]:}` ，則`f ( f ( x ) )`為",1,​,3," `f ( f ( x ) ) = { {:[2 + x , quad x lt - 1], [1 , quad x ge - 1]:}`","`f ( f ( x ) ) = { {:[2 + x , quad x lt 1], [1 , quad x ge 1]:}`"," `f ( f ( x ) ) = { {:[2 - x , quad x lt - 1], [1 , quad x ge - 1]:}`", `0`,,,,,,,,,,,,,,,,,0
,,2,.求`sqrt(x - 1) gt x - 3`之解集合為,4,​,2,"`( 2 , 5 )`"," `[ 3 , 5 )`","`[ 1 , 3 ]`","`[ 1 , 5 )`",,,,,,,,,,,,,,,,,0
,,3,可能有函數的圖形對稱於,,`y = 0` 這個函數同時滿足所有選項的對稱性,1, `x = 0`,`y = 0` ,原點,  `x = 1`,,,,,,,,,,,,,,,,,0
,,2," 已知`| x + 2 | + | x - 2 | le 12`，`x in R`，此不等式可簡化為`a le x le b`，其中`a , b , in R`，則",3,​,2,`a = - 4`，`b = - 4`,`a = 4`，`b = 8`,`a = - 6`，`b = 6` , `a = 6`，`b = 8`,,,,,,,,,,,,,,,,,0
,,2,"下列函數的圖形，何者對稱於原點 `( 0 , 0 )` ？",1,​,1,`y = 2 x^(3) - x` ,`x^(2) - y = 3`,`y^(2) = x^(3) - 4 x`, `x^(2) y - x^(2) + 4 y = 0`,,,,,,,,,,,,,,,,,0
,,2,已知 `f ( x ) = frac(1)(sqrt(x))` 和 `g ( x ) = 2 x + 3`，求 `( f @ g ) ( x )`之定義域,4,​,2, `x ge - frac(3)(2)`,`x gt 0`,`x le - frac(2)(3)`, `x gt - frac(3)(2)` ,,,,,,,,,,,,,,,,,0
,,2,".若`f ( x ) = { {:[x^(3) + 1 , quad x le 0], [2 + x , quad 0 lt x lt 2], [3 , quad x ge 2]:}`，則 `f ( f ( 0 ) ) + f ( f ( 2 ) )`=?",3,​,3,2,4,6,8,,,,,,,,,,,,,,,,,0
,,2,.已知`f ( x ) = frac(x)(1 - x)` ，則`f ( f ( x ) )`為,3,​,3,`frac(1 - x)(x + 1)`, `frac(1)(1 - 2 x)` ,`frac(x)(1 - 2 x)`,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知`f ( x ) = frac(2 x - 3)(3 x + 1)` 的值域 ,2,​,1,"`{ y in R ,     y ne - frac(1)(3) }`"," `{ y in R ,     y ne frac(2)(3) }`", `{ y in R }`,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知`f ( x ) = frac(2 x - 3)(3 x + 1)` 的定義域,1,分母不可為零，即 `3 x + 1 ne 0`，得 `x ne - frac(1)(3)`,1," `{ x in R ,     x ne - frac(1)(3) }`",`{ x in R }`,"`[ - frac(1)(3) , oo )`",以上皆非,,,,,,,,,,,,,,,,,0
,,2,​,1,根號內不可為負，故 `x^(2) - x^(3) = x^(2) ( 1 - x ) ge 0`，,1,"`x in ( - oo , 1 ]`","`x in ( - oo , 0 ]` ","`x in ( - oo , - 1 )`"," `[ 0 , 1 ]`",,,,,,,,,,,,,,,,,0
,,2,已知`f ( frac(1 + x)(1 - x) ) = frac(2 + x)(2 - x)`，則`f ( frac(1)(2) )`為,2,​,2,`frac(7)(5)`, `frac(5)(7)`,`frac(1)(5)`,以上皆非,,,,,,,,,,,,,,,,,0
,,2,設 x 與  y 均為實數，則`| x - y | = | x | + | y |`成立的充分必要條件是：,2,​,3, `x y ge 0`  , `x y le 0`, `x y gt 0`,`x y lt 0`,,,,,,,,,,,,,,,,,0
,,2,求`f ( x ) = sqrt(frac(x)(pi - x))` 的定義域為,1,​,3,`0 le x lt pi`, `0 lt x lt pi`,`0 lt x lt pi - 1`,`0 le x le pi`,,,,,,,,,,,,,,,,,0
,,2,若`f ( x )`=`frac(x^(2))(2)`，`a`為一實數，則`f ( a^(2) + 1 ) = ?`,3,​,1, `frac(a^(2))(2) + 1`,`frac(a^(4) + 1)(2)`,`frac(( a^(2) + 1 )^(2))(2)`,`( frac(a^(2) + 1)(2) )^(2)`,,,,,,,,,,,,,,,,,0
,,2,已知f`( frac(x^(2) + 3)(x + 1) ) = 2 x^(2) - 3 x + 1`，且`x ne - 1`，則`f ( 2 ) = ?`,1,​,3, `0` , `3` , `6`,`10`,,,,,,,,,,,,,,,,,0
,,2,已知`f ( x + 1 ) = x^(2) + 3 x + 3` ，則`f ( x )`為,1,​,2, `x^(2) + x + 1` , `x^(2) + x + 3` , `x^(2) - x + 1`  , 以上皆非,,,,,,,,,,,,,,,,,0
