version: 4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,2,$\sqrt[{3}]{5+2\sqrt{13} } +\sqrt[{3}]{5-2\sqrt{13} }$=,3,​,2,10,-3,1,2/3,,,,,,,,,,,,,,,,,0
,,2,將二次函數$y=2x^{2}$的圖形向右平移3單位，再向下平移一單位，則可得新圖形之函數,1,​,2,$y=2\left(x-3\right)^{2} -1$,$y=2\left(x-3\right)^{2} +1$,$y=2\left(x+3\right)^{2} -1$, $y=2\left(x+3\right)^{2} +1$,,,,,,,,,,,,,,,,,0
,,2,Let$f\left(x\right)=\left(1+\frac{2}{x} \right)\sqrt{x+6}$,1,​,2,"$x\in \left[-6,0\right)\bigcup \left(0,\infty \right)$","$x\in \left[-5,0\right)\bigcup \left(0,\infty \right)$","$x\in \left[-4,0\right)\bigcup \left(0,\infty \right)$","$x\in \left[-3,0\right)\bigcup \left(0,\infty \right)$",,,,,,,,,,,,,,,,,0
,,2, Find the domain of the function.,2,​,1,"$\{ x|x\ne {\textstyle\frac{1}{2}} \} =(-\infty ,{\textstyle\frac{1}{2}} )\bigcup ({\textstyle\frac{1}{2}} ,\infty )$.","$\{ x|x\ne {\textstyle\frac{1}{3}} \} =(-\infty ,{\textstyle\frac{1}{3}} )\bigcup ({\textstyle\frac{1}{3}} ,\infty )$.","$\{ x|x\ne {\textstyle\frac{1}{4}} \} =(-\infty ,{\textstyle\frac{1}{4}} )\bigcup ({\textstyle\frac{1}{4}} ,\infty )$.","$\{ x|x\ne {\textstyle\frac{1}{5}} \} =(-\infty ,{\textstyle\frac{1}{5}} )\bigcup ({\textstyle\frac{1}{5}} ,\infty )$.",,,,,,,,,,,,,,,,,0
,,2,下列何者為$y=\sqrt{\frac{x}{2-x} }$函數的定義域?,4,​,2,$-2\le x\le 0$,$-2\le x<2$,$2\le x$,$0\le x<2$,,,,,,,,,,,,,,,,,0
,,2,Pair ( a ) ( b ) ( c ) ( d ) with ( e ) ( f ) ( g ) ( h ).,3,​,2,pair ( a ) with ( g ),pair ( a ) with ( f ),pair ( a ) with ( e ),pair ( a ) with ( h ),,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{1}{2} \left(x+\left|x\right|\right)$；$g\left(x\right)=\left\{\begin{array}{c} {1;\quad 1<x} \\ {2;\quad 0\le x\le 1} \\ {3;\quad x<0} \end{array}\right.$ ，,3,​,2,$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {0;\quad -1<x} \\ {1;\quad -5\le x\le -1} \\ {3;\quad x<-5} \end{array}\right.$,$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {4;\quad 1<x} \\ {1;\quad -1\le x\le 1} \\ {3;\quad x<-1} \end{array}\right.$,$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {1;\quad 1<x} \\ {2;\quad 0\le x\le 1} \\ {3;\quad x<0} \end{array}\right.$,$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {-1;\quad 1<x} \\ {0;\quad 0\le x\le 1} \\ {1;\quad x<0} \end{array}\right.$,,,,,,,,,,,,,,,,,0
,,2,已知$F\left(x\right)=x^{2}+\frac{1}{x^{2}}$；$g\left(x\right)=x+\frac{1}{x}$ ，,1,​,2,$f\left(x\right)=x^{2} -2$,$f\left(x\right)=x^{4} +x^{2} +1$,$f\left(x\right)=x -1$,$f\left(x\right)=x^{3} -2x +5$,,,,,,,,,,,,,,,,,0
,,1,"If $y$ is a function of $t$ and $x$ is a function of $t$, then $y$ is a function of $x$.",1,​,2,,,,,,,,,,,,,,,,,,,,,0
,,2,"The endpoint of a moveable rod of length 1 meter have coordinates ($\textit{x}$, 0) and (0, y) (see figure on the left).  The position of the end on the $\textit{x}$-axis is $x(t)=\sin \frac{\pi }{3} t$ where $\textit{t}$ is the time in seconds.  What is the lowest point reached by the end of the rod on the y-axis?![8.jpg](/api/upload-pics/610c86cc7f8f923f855cc9e2/162916890636989445.jpg)",3,​,2,$-0.3$,$-0.5$,$-1$,$-1.2$,,,,,,,,,,,,,,,,,0
,,2,"The endpoint of a moveable rod of length 1 meter have coordinates ($\textit{x}$, 0) and (0, y) (see figure on the left).  The position of the end on the $\textit{x}$-axis is $x(t)=\sin \frac{\pi }{3} t$ where $\textit{t}$ is the time in seconds. Find the time of the complete cycle of the rod.![8.jpg](/api/upload-pics/610c86cc7f8f923f855cc9e2/162916884625860698.jpg)",2,​,2,$t=3$ (sec),$t=6$ (sec),$t=4$ (sec),$t=8$ (sec),,,,,,,,,,,,,,,,,0
,,2,$f\left(x\right)=\log _{\frac{1}{3} } \left(x^{2} -x+1\right)-\log _{\frac{1}{3} } \left(x^{2} +x+1\right)$ $x\in R$，求$f\left(x\right)$之值域為何？,2,​,3, $\log _{\frac{1}{3} } \left(\frac{x^{2} +x+1}{x^{2} -x+1} \right)$, $\log _{\frac{1}{3} } \left(\frac{x^{2} -x+1}{x^{2} +x+1} \right)$, $\log _{ } \left(\frac{x^{2} +x+1}{x^{2} -x+1} \right)$, $\log _{ } \left(\frac{x^{2} -x+1}{x^{2} +x+1} \right)$,,,,,,,,,,,,,,,,,0
,,2,"For the function $f$ whose graph is given, what is $f\left(-1\right)$? ![6.png](/api/upload-pics/610c86cc7f8f923f855cc9e2/162857541599274095.png)",2,​,2,$1$,$2$,$3$,Does not exist,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\left\{\begin{array}{c} {1;\quad x>0} \\ {0;\quad x\le 0} \end{array}\right.$ ，$g\left(x\right)=\left\{\begin{array}{c} {0;\quad x>0} \\ {1;\quad x\le 0} \end{array}\right.$，則$f\left(g\left(x\right)\right)$為何?,2,​,2,$f\left(x\right)$,$g\left(x\right)$,$g\left(f\left(x\right)\right)$,$f\left(x-1\right)$,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{x}{1-x}$ ，則$f\left(f\left(x\right)\right)$為何?,2,​,2,$\frac{2x}{1-2x}$,$\frac{x}{1-2x}$,$\frac{x}{1-x}$,$\frac{x}{1+2x}$,,,,,,,,,,,,,,,,,0
,,2,已知 $f\left(x\right)=\frac{2x-3}{3x+1}$ ，求 $f\left(x\right)$ 的定義域 $D_{f}$ 和 $f\left(x\right)$ 的值域 $R_{f}$,1,"Since $f\left(x\right)=\frac{2x-3}{3x+1}=\frac{2}{3} - \frac{11}{3} \cdot\frac{1}{3x+1}$ and the range of $\frac{1}{3x+1}$ is $\left\{y\in \mathbb{R}\mid y\ne 0\right\}$, we have $R_{f} =\left\{y\in \mathbb{R}\mid y\ne \frac{2}{3} \right\}$ .",2,$D_{f} =\left\{x\in \mathbb{R}\mid x\ne -\frac{1}{3} \right\}$,$D_{f} =\left\{x\in \mathbb{R}\mid x\ne -\frac{2}{3} \right\}$,$D_{f} =\left\{x\in \mathbb{R}\mid x\ne \frac{2}{3} \right\}$,$D_{f} =\left\{x\in \mathbb{R}\mid x\ne \frac{1}{3} \right\}$,,,,,,,,,,,,,,,,,0
,,2,已知$y=x^{\frac{1}{x-1} }$ ，其定義域為何?,4,​,2," $\left\{x\ne 1,\; x\geq0\right\}$"," $\left\{x\ne 0,\; x>0\right\}$"," $\left\{x\ne 0,\; x\geq0\right\}$"," $\left\{x\ne 1,\; x>0\right\}$",,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x+1\right)=x^{2} +3x+3$ ，則$f\left(x\right)$為何?,1,​,2,$x^{2} +x+1$,$x^{2} +2x+1$,$x^{2} +x+2$,$x^{2} +x$,,,,,,,,,,,,,,,,,0
,,2,求$\sqrt{x-1} >x-3$之解集合區間為何？,4,​,2,"$(2,5)$","$[3,5)$","$[1,3]$","[1,5)",,,,,,,,,,,,,,,,,0
,,2,無限循環小數$0.9999\cdots$ 為,3,已知 $\frac{1}{3} = 0.3333 \dots$，,1,$>1$,$<1$,$=1$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,(阿基米德墓碑銘)若欲於一正圓柱體內，內接一半徑為$r$之球，試求此正圓柱體與內接球體之體積比，與表面積比。,1,$\frac{\mathit{Vcylinder}}{\mathit{Vsphere}} = \frac{3}{2}$ ，$\frac{\mathit{Scylinder}}{\mathit{Ssphere}} = \frac{3}{2}$,2,$\frac{3}{2}$,$\frac{3}{4}$,$\frac{4}{3}$,none,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\left\{\begin{array}{c} {1;\quad x>0} \\ {0;\quad x\le 0} \end{array}\right.$ ，$g\left(x\right)=\left\{\begin{array}{c} {0;\quad x>0} \\ {1;\quad x\le 0} \end{array}\right.$，則$f\left(g\left(x\right)\right)$為,2,已知$u=g\left(x\right)=\left\{\begin{array}{c} {0;\quad x>0} \\ {1;\quad x\le 0} \end{array}\right.$ 及 $f\left(x\right)=\left\{\begin{array}{c} {1;\quad x>0} \\ {0;\quad x\le 0} \end{array}\right.$ ，,2, $f\left(x\right)$, $g\left(x\right)$,$1$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{1}{2} \left(x+\left|x\right|\right)$；$g\left(x\right)=\left\{\begin{array}{c} {1;\quad 1<x} \\ {2;\quad 0\le x\le 1} \\ {3;\quad x<0} \end{array}\right.$ ，求 $f\left(g\left(x\right)\right)$等於,2,利用絕對值特性，得$f\left(x\right)= \frac{1}{2}(x+\left| x \right|)=\left\{\begin{array}{c} {x;\quad x\geqslant 0} \\ {0;\quad x<0} \end{array}\right.$ ，,3,$f\left(x\right)$,$g\left(x\right)$,$\left\{\begin{array}{c} {x;\quad 1<x} \\ {-x;\quad 0\le x\le 1} \\ {0;\quad x<0} \end{array}\right.$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{x}{1-x}$ ，則$f\left(f\left(x\right)\right)$為,3,已知$f\left(x\right)=\frac{x}{1-x}$ ，,2, $\frac{1-x}{x+1}$,$\frac{1}{1-2x}$,$\frac{x}{1-2x}$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,For $f\left(x\right)=2x-3$ and $g\left(x\right)=\cos x$ ，find each composite function  $g\left(f\left(x\right)\right)=?$,2, $g\left(f\left(x\right)\right)=\cos \left(2x-3\right)$,1,$2\cos x-3$,$\cos \left(2x-3\right)$, $2\cos \left(x-3\right)$ ,以上皆非,,,,,,,,,,,,,,,,,0
,,2,For $f\left(x\right)=2x-3$ and $g\left(x\right)=\cos x$ ，find each composite function  $f\left(g\left(x\right)\right)=?$,2,$f\left(g\left(x\right)\right)=2\cos x-3$,1,$2\cos x-3$, $\cos \left(2x-3\right)$,$2\cos \left(x-3\right)$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\sqrt{x^{2} -x^{3} }$ 的定義域為,1,"根號內不可為負，故$x^{2}-x^{3}=x^{2}\left(1-x\right)\ge0$，即$D_{f}= \left(-\infty ,1\right]$ 。",2," $x\in \left(-\infty ,1\right]$","$x\in \left(-\infty ,0\right]$","$x\in \left(-\infty ,-1\right)$","$\left[1,\infty \right)$",,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{2x-3}{3x+1}$ 的定義域,1,​,2,"$\left\{x\in R,\; \; x\ne -\frac{1}{3} \right\}$",$\left\{x\in R\right\}$," $\left[-\frac{1}{3} ,\infty \right)$",以上皆非,,,,,,,,,,,,,,,,,0
,,3,Which of the following definite integrals are correct?,,​,1,$\int_0^\pi x \sin x dx = \pi$,$\int_0^{\pi/2} x \sin x dx = 1$,$\int_0^\pi x^2 \sin x dx = \pi^2-4$,$\int_0^{\pi/2} \sin^{-1} x dx = \frac{\pi}{2}$,,,,,,,,,,,,,,,,,0
,,1,$\int _{-\infty }^{\infty }xdx =0$對否？,1,​,2,,,,,,,,,,,,,,,,,,,,,0
,,2,Find the volume of a circular cone of height h and base radius r.![範例圖.png](/api/upload-pics/60c1a53080b4d6e1280f49fa/162385377052681746.png),1,​,3,$\frac{\pi r^2 h}{3}$,$\frac{\pi r^2 h}{2}$,$\frac{\pi r h}{3}$,$\frac{\pi  h}{3}$,,,,,,,,,,,,,,,,,0
,,2,有限小數$5.125$ 為,3,​,1,$\frac{43}{8}$,$\frac{5125}{1000}$, $\frac{41}{8}$ , 以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\left\{\begin{array}{c} {1+x;\quad x<0} \\ {1;\quad x\ge 0} \end{array}\right.$ ，則$f\left(f\left(x\right)\right)$為,1,​,3, $f\left(f\left(x\right)\right)=\left\{\begin{array}{c} {2+x;\quad x<-1} \\ {1;\quad x\ge -1} \end{array}\right.$,$f\left(f\left(x\right)\right)=\left\{\begin{array}{c} {2+x;\quad x<1} \\ {1;\quad x\ge 1} \end{array}\right.$, $f\left(f\left(x\right)\right)=\left\{\begin{array}{c} {2-x;\quad x<-1} \\ {1;\quad x\ge -1} \end{array}\right.$, $0$,,,,,,,,,,,,,,,,,0
,,2,.求$\sqrt{x-1} >x-3$之解集合為,4,​,2,"$\left(2,5\right)$"," $\left[3,5\right)$","$\left[1,3\right]$","$\left[1,5\right)$",,,,,,,,,,,,,,,,,0
,,3,可能有函數的圖形對稱於,,$y=0$ 這個函數同時滿足所有選項的對稱性,1, $x=0$,$y=0$ ,原點,  $x=1$,,,,,,,,,,,,,,,,,0
,,2," 已知$\left|x+2\right|+\left|x-2\right|\le 12$，$x\in R$，此不等式可簡化為$a\le x\le b$，其中$a,b,\in R$，則",3,​,2,$a=-4$，$b=-4$,$a=4$，$b=8$,$a=-6$，$b=6$ , $a=6$，$b=8$,,,,,,,,,,,,,,,,,0
,,2,"下列函數的圖形，何者對稱於原點 $\left(0,0\right)$ ？",1,​,1,$y=2x^{3} -x$ ,$x^{2} -y=3$,$y^{2} =x^{3} -4x$, $x^{2} y-x^{2} +4y=0$,,,,,,,,,,,,,,,,,0
,,2,已知 $f\left(x\right)=\frac{1}{\sqrt{x} }$ 和 $g\left(x\right)=2x+3$，求 $\left(f\circ g\right)\left(x\right)$之定義域,4,​,2, $x\ge -\frac{3}{2}$,$x>0$,$x\le -\frac{2}{3}$, $x>-\frac{3}{2}$ ,,,,,,,,,,,,,,,,,0
,,2,".若$f\left(x\right)=\left\{\begin{array}{c} {x^{3} +1,\quad x\le 0} \\ {2+x,\quad 0<x<2} \\ {3,\quad x\ge 2} \end{array}\right.$，則 $f\left(f\left(0\right)\right)+f\left(f\left(2\right)\right)$=?",3,​,3,2,4,6,8,,,,,,,,,,,,,,,,,0
,,2,.已知$f\left(x\right)=\frac{x}{1-x}$ ，則$f\left(f\left(x\right)\right)$為,3,​,3,$\frac{1-x}{x+1}$, $\frac{1}{1-2x}$ ,$\frac{x}{1-2x}$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{2x-3}{3x+1}$ 的值域 ,2,​,1,"$\left\{y\in R,\; \; y\ne -\frac{1}{3} \right\}$"," $\left\{y\in R,\; \; y\ne \frac{2}{3} \right\}$", $\left\{y\in R\right\}$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x\right)=\frac{2x-3}{3x+1}$ 的定義域,1,分母不可為零，即 $3x+1 \neq 0$，得 $x \neq -\frac{1}{3} $,1," $\left\{x\in R,\; \; x\ne -\frac{1}{3} \right\}$",$\left\{x\in R\right\}$,"$\left[-\frac{1}{3} ,\infty \right)$",以上皆非,,,,,,,,,,,,,,,,,0
,,2,​,1,根號內不可為負，故 $x^{2} - x^{3} = x^{2}\left(1-x\right) \geq 0$，,1,"$x\in \left(-\infty ,1\right]$","$x\in \left(-\infty ,0\right]$ ","$x\in \left(-\infty ,-1\right)$"," $\left[0,1\right]$",,,,,,,,,,,,,,,,,0
,,2,已知$f\left(\frac{1+x}{1-x} \right)=\frac{2+x}{2-x}$，則$f\left(\frac{1}{2} \right)$為,2,​,2,$\frac{7}{5}$, $\frac{5}{7}$,$\frac{1}{5}$,以上皆非,,,,,,,,,,,,,,,,,0
,,2,設 x 與  y 均為實數，則$\left|x-y\right|=\left|x\right|+\left|y\right|$成立的充分必要條件是：,2,​,3, $xy\ge 0$  , $xy\le 0$, $xy>0$,$xy<0$,,,,,,,,,,,,,,,,,0
,,2,求$f\left(x\right)=\sqrt{\frac{x}{\pi -x} }$ 的定義域為,1,​,3,$0\le x<\pi$, $0<x<\pi$,$0<x<\pi -1$,$0\le x\le \pi$,,,,,,,,,,,,,,,,,0
,,2,若$f\left(x\right)$=$\frac{x^{2} }{2}$，$a$為一實數，則$f\left(a^{2} +1\right)=?$,3,​,1, $\frac{a^{2} }{2} +1$,$\frac{a^{4} +1}{2}$,$\frac{\left(a^{2} +1\right)^{2} }{2}$,$\left(\frac{a^{2} +1}{2} \right)^{2}$,,,,,,,,,,,,,,,,,0
,,2,已知f$\left(\frac{x^{2} +3}{x+1} \right)=2x^{2} -3x+1$，且$x\ne -1$，則$f\left(2\right)=?$,1,​,3, $0$ , $3$ , $6$,$10$,,,,,,,,,,,,,,,,,0
,,2,已知$f\left(x+1\right)=x^{2} +3x+3$ ，則$f\left(x\right)$為,1,​,2, $x^{2} +x+1$ , $x^{2} +x+3$ , $x^{2} -x+1$  , 以上皆非,,,,,,,,,,,,,,,,,0
